megye,ev,szam
Teleorman,1999,2358
Teleorman,2000,2190
Teleorman,2001,1981
Teleorman,2002,2040
Teleorman,2003,2077
Teleorman,2005,1965
Teleorman,2006,2091
Teleorman,2007,3771
Teleorman,2008,2151
Teleorman,2009,1924
Teleorman,2010,1517
Teleorman,2011,1310
Teleorman,2012,1377
Teleorman,2013,1270
Teleorman,2014,1354
Teleorman,2015,1493
Teleorman,2016,1758
Teleorman,2017,1621
Teleorman,2018,1894
Teleorman,2019,1866
Teleorman,2020,1082
Teleorman,2021,1447
Teleorman,2022,1551
Teleorman,3004,1979
Timis,1990,6404
Timis,1991,5965
Timis,1992,5243
Timis,1993,4822
Timis,1994,4311
Timis,1995,4310
Timis,1996,4387
Timis,1997,4349
Timis,1998,4207
Timis,1999,3773
Timis,2000,4116
Timis,2001,4116
Timis,2002,4389
Timis,2003,4460
Timis,2005,5104
Timis,2006,5341
Timis,2007,5269
Timis,2008,5153
Timis,2009,4730
Timis,2010,4377
Timis,2011,4086
Timis,2012,4420
Timis,2013,4470
Timis,2014,4717
Timis,2015,5172
Timis,2016,5530
Timis,2017,5508
Timis,2018,5135
Timis,2019,4851
Timis,2020,3298
Timis,2021,4097
Timis,2022,4191
Timis,3004,4999
Tulcea,1990,2461
Tulcea,1991,2278
Tulcea,1992,2221
Tulcea,1993,1954
Tulcea,1994,1882
Tulcea,1995,1729
Tulcea,1996,1655
Tulcea,1997,1660
Tulcea,1998,1633
Tulcea,1999,1687
Tulcea,2000,1657
Tulcea,2001,1505
Tulcea,2002,1537
Tulcea,2003,1588
Tulcea,2005,1559
Tulcea,2006,1604
Tulcea,2007,1980
Tulcea,2008,1578
Tulcea,2009,1284
Tulcea,2010,1133
Tulcea,2011,1021
Tulcea,2012,1097
Tulcea,2013,1068
Tulcea,2014,1103
Tulcea,2015,1108
Tulcea,2016,1189
Tulcea,2017,1141
Tulcea,2018,1087
Tulcea,2019,1099
Tulcea,2020,726
Tulcea,2021,1049
Tulcea,2022,1081
Tulcea,3004,1676
Valcea,1990,3766
Valcea,1991,3526
Valcea,1992,3372
Valcea,1993,3228
Valcea,1994,2998
Valcea,1995,3242
Valcea,1996,3190
Valcea,1997,3128
Valcea,1998,3049
Valcea,1999,2904
Valcea,2000,2546
Valcea,2001,2676
Valcea,2002,2600
Valcea,2003,2848
Valcea,2005,2563
Valcea,2006,2618
Valcea,2007,3117
Valcea,2008,2448
Valcea,2009,2264
Valcea,2010,1935
Valcea,2011,1593
Valcea,2012,1546
Valcea,2013,1550
Valcea,2014,1429
Valcea,2015,1369
Valcea,2016,1344
Valcea,2017,1344
Valcea,2018,1341
Valcea,2019,1225
Valcea,2020,737
Valcea,2021,1002
Valcea,2022,987
Valcea,3004,2700
Vaslui,1990,4150
Vaslui,1991,3867
Vaslui,1992,3826
Vaslui,1993,3655
Vaslui,1994,3409
Vaslui,1995,3166
Vaslui,1996,3012
Vaslui,1997,2995
Vaslui,1998,3017
Vaslui,1999,2849
Vaslui,2000,2818
Vaslui,2001,2637
Vaslui,2002,2568
Vaslui,2003,2519
Vaslui,2005,2394
Vaslui,2006,2454
Vaslui,2007,4167
Vaslui,2008,2625
Vaslui,2009,2402
Vaslui,2010,2029
Vaslui,2011,1793
Vaslui,2012,1916
Vaslui,2013,2257
Vaslui,2014,2226
Vaslui,2015,2298
Vaslui,2016,2779
Vaslui,2017,2751
Vaslui,2018,2520
Vaslui,2019,2474
Vaslui,2020,1631
Vaslui,2021,2310
Vaslui,2022,2535
Vaslui,3004,2462
Vrancea,1990,3329
Vrancea,1991,3249
Vrancea,1992,3299
Vrancea,1993,2772
Vrancea,1994,2973
Vrancea,1995,2814
Vrancea,1996,2757
Vrancea,1997,2585
Vrancea,1998,2483
Vrancea,1999,2286
Vrancea,2000,2326
Vrancea,2001,2080
Vrancea,2002,2028
Vrancea,2003,2271
Vrancea,2005,2518
Vrancea,2006,2470
Vrancea,2007,3410
Vrancea,2008,2411
Vrancea,2009,2105
Vrancea,2010,1793
Vrancea,2011,1784
Vrancea,2012,1623
Vrancea,2013,1634
Vrancea,2014,1737
Vrancea,2015,1862
Vrancea,2016,2054
Vrancea,2017,2022
Vrancea,2018,1970
Vrancea,2019,1871
Vrancea,2020,1115
Vrancea,2021,1782
Vrancea,2022,1786
Vrancea,3004,2463
