megye,ev,szam
Valcea,1991,735
Valcea,1992,351
Valcea,1993,556
Valcea,1994,332
Valcea,1995,601
Valcea,1996,1052
Valcea,1997,590
Valcea,1998,580
Valcea,1999,637
Valcea,2000,609
Valcea,2001,791
Valcea,2002,664
Valcea,2003,653
Valcea,2004,722
Valcea,2005,635
Valcea,2006,620
Valcea,2007,561
Valcea,2008,771
Valcea,2009,402
Valcea,2010,265
Valcea,2011,496
Valcea,2012,526
Valcea,2013,458
Valcea,2014,398
Valcea,2015,378
Valcea,2016,264
Valcea,2017,208
Valcea,2018,215
Valcea,2019,188
Valcea,2020,144
Valcea,2021,205
Valcea,2022,334
Vaslui,1990,487
Vaslui,1991,571
Vaslui,1992,511
Vaslui,1993,561
Vaslui,1994,798
Vaslui,1995,645
Vaslui,1996,683
Vaslui,1997,679
Vaslui,1998,634
Vaslui,1999,744
Vaslui,2000,539
Vaslui,2001,516
Vaslui,2002,430
Vaslui,2003,564
Vaslui,2004,594
Vaslui,2005,522
Vaslui,2006,611
Vaslui,2007,919
Vaslui,2008,858
Vaslui,2009,863
Vaslui,2010,952
Vaslui,2011,824
Vaslui,2012,744
Vaslui,2013,653
Vaslui,2014,667
Vaslui,2015,764
Vaslui,2016,598
Vaslui,2017,603
Vaslui,2018,657
Vaslui,2019,643
Vaslui,2020,525
Vaslui,2021,704
Vaslui,2022,500
Vrancea,1990,496
Vrancea,1991,711
Vrancea,1992,459
Vrancea,1993,545
Vrancea,1994,820
Vrancea,1995,821
Vrancea,1996,858
Vrancea,1997,785
Vrancea,1998,913
Vrancea,1999,823
Vrancea,2000,671
Vrancea,2001,671
Vrancea,2002,652
Vrancea,2003,720
Vrancea,2004,653
Vrancea,2005,590
Vrancea,2006,693
Vrancea,2007,784
Vrancea,2008,685
Vrancea,2009,550
Vrancea,2010,477
Vrancea,2011,475
Vrancea,2012,441
Vrancea,2013,374
Vrancea,2014,359
Vrancea,2015,471
Vrancea,2016,519
Vrancea,2017,455
Vrancea,2018,347
Vrancea,2019,424
Vrancea,2020,253
Vrancea,2021,337
Vrancea,2022,232
